Thoi_gian_rBS_nhan_UTC,Thiet_bi,So_thu_tu_bao_cao,GPS_hop_le,GPS_tin_cay_2D,Vi_do_tho,Kinh_do_tho,Do_cao_tho_m,Toc_do_m_s,So_ve_tinh,HDOP,Tuoi_fix_ms,Cong_suat_phat_dBm,SF,RSSI_dBm,SNR_dB,He_so_kenh_dB,Suy_hao_kenh_dB,PDR_beacon_phan_tram,So_goi_mat_uoc_tinh,Vi_do_rBS,Kinh_do_rBS,Khoang_cach_rBS_node_m
2026-09-10T08:17:27.626381+00:00,SU,215,1,1,20.98089,105.7965167,-49.3,0.11,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,98.077,1,20.9807467,105.796265,28.89
2026-09-10T08:17:28.873217+00:00,DU,112,1,0,20.9811183,105.7967533,56.4,0.2,4,2.6,250,20.0,7,-41.0,9.3,-61.0,61.0,96.154,2,20.9807467,105.796265,
2026-09-10T08:17:32.625780+00:00,SU,216,1,1,20.98089,105.796515,-47.7,0.04,6,1.1,360,20.0,7,-23.0,9.5,-43.0,43.0,98.113,1,20.9807467,105.796265,30.46
2026-09-10T08:17:33.897659+00:00,DU,113,1,0,20.9811117,105.7967467,56.4,0.26,4,2.6,280,20.0,7,-39.0,9.5,-59.0,59.0,96.226,2,20.9807467,105.796265,
2026-09-10T08:17:37.625986+00:00,SU,217,1,1,20.9808867,105.79651,-46.2,0.07,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,98.148,1,20.9807467,105.796265,30.46
2026-09-10T08:17:38.923389+00:00,DU,114,1,0,20.981105,105.7967367,56.3,0.48,4,2.6,300,20.0,7,-39.0,9.0,-59.0,59.0,96.296,2,20.9807467,105.796265,
2026-09-10T08:17:42.626415+00:00,SU,218,1,1,20.9808867,105.79651,-44.7,0.08,5,1.4,360,20.0,7,-23.0,9.3,-43.0,43.0,98.182,1,20.9807467,105.796265,29.82
2026-09-10T08:17:43.948646+00:00,DU,115,1,0,20.9810983,105.7967217,55.9,0.43,4,2.6,330,20.0,7,-40.0,9.8,-60.0,60.0,96.364,2,20.9807467,105.796265,
2026-09-10T08:17:47.626039+00:00,SU,219,1,1,20.9808917,105.79652,-42.9,0.02,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,98.214,1,20.9807467,105.796265,29.82
2026-09-10T08:17:48.973464+00:00,DU,116,1,0,20.98111,105.7967533,56.1,0.28,4,2.6,350,20.0,7,-39.0,10.3,-59.0,59.0,96.429,2,20.9807467,105.796265,
2026-09-10T08:17:52.626013+00:00,SU,220,1,1,20.9808967,105.7965317,-41.2,0.11,5,1.4,360,20.0,7,-23.0,9.5,-43.0,43.0,98.246,1,20.9807467,105.796265,31.0
2026-09-10T08:17:53.998028+00:00,DU,117,1,0,20.98111,105.7967333,57.0,0.42,4,2.6,380,20.0,7,-39.0,9.8,-59.0,59.0,96.491,2,20.9807467,105.796265,
2026-09-10T08:17:57.625464+00:00,SU,221,1,1,20.980895,105.79653,-40.2,0.1,5,1.4,360,20.0,7,-23.0,9.3,-43.0,43.0,98.276,1,20.9807467,105.796265,32.08
2026-09-10T08:17:59.023731+00:00,DU,118,1,0,20.981115,105.7967267,58.2,0.03,4,2.6,400,20.0,7,-39.0,9.5,-59.0,59.0,96.552,2,20.9807467,105.796265,
2026-09-10T08:18:02.625150+00:00,SU,222,1,1,20.9809,105.7965383,-38.9,0.14,5,1.4,360,20.0,7,-23.0,9.3,-43.0,43.0,98.305,1,20.9807467,105.796265,32.33
2026-09-10T08:18:04.048068+00:00,DU,119,1,0,20.98113,105.7967383,59.5,0.34,4,2.6,430,20.0,7,-39.0,9.3,-59.0,59.0,96.61,2,20.9807467,105.796265,
2026-09-10T08:18:07.626195+00:00,SU,223,1,1,20.980905,105.7965517,-37.4,0.02,5,1.4,360,20.0,7,-24.0,10.0,-44.0,44.0,98.333,1,20.9807467,105.796265,33.1
2026-09-10T08:18:09.074467+00:00,DU,120,1,0,20.9811433,105.796725,59.7,0.47,3,20.2,450,20.0,7,-41.0,9.5,-61.0,61.0,96.667,2,20.9807467,105.796265,
2026-09-10T08:18:12.625877+00:00,SU,224,1,1,20.980905,105.796555,-36.0,0.09,6,1.1,360,20.0,7,-24.0,9.8,-44.0,44.0,98.361,1,20.9807467,105.796265,34.58
2026-09-10T08:18:14.097697+00:00,DU,121,1,0,20.981165,105.7967617,59.7,0.26,4,2.6,480,20.0,7,-40.0,9.3,-60.0,60.0,96.721,2,20.9807467,105.796265,
2026-09-10T08:18:17.625781+00:00,SU,225,1,1,20.9808983,105.79654,-35.1,0.04,6,1.1,340,20.0,7,-24.0,9.5,-44.0,44.0,98.387,1,20.9807467,105.796265,34.58
2026-09-10T08:18:19.122626+00:00,DU,122,1,0,20.98119,105.7968133,60.0,0.15,4,2.6,500,20.0,7,-40.0,9.5,-60.0,60.0,96.774,2,20.9807467,105.796265,
2026-09-10T08:18:22.625096+00:00,SU,226,1,1,20.9808967,105.7965367,-35.0,0.0,6,1.1,360,20.0,7,-24.0,9.8,-44.0,44.0,98.413,1,20.9807467,105.796265,33.16
2026-09-10T08:18:24.148012+00:00,DU,123,1,0,20.9811883,105.7968567,60.4,0.35,4,2.6,530,20.0,7,-41.0,9.0,-61.0,61.0,96.825,2,20.9807467,105.796265,
2026-09-10T08:18:27.624942+00:00,SU,227,1,1,20.9808967,105.7965367,-35.0,0.0,6,1.1,360,20.0,7,-24.0,9.5,-44.0,44.0,98.438,1,20.9807467,105.796265,32.77
2026-09-10T08:18:29.173747+00:00,DU,124,1,0,20.9811717,105.7969017,59.3,0.31,4,2.6,550,20.0,7,-40.0,9.3,-60.0,60.0,96.875,2,20.9807467,105.796265,
2026-09-10T08:18:32.626927+00:00,SU,228,1,1,20.9809,105.7965433,-34.2,0.09,6,1.1,360,20.0,7,-24.0,9.5,-44.0,44.0,98.462,1,20.9807467,105.796265,32.77
2026-09-10T08:18:34.197464+00:00,DU,125,1,0,20.9811633,105.7969217,58.8,0.41,4,2.6,580,20.0,7,-40.0,9.5,-60.0,60.0,96.923,2,20.9807467,105.796265,
2026-09-10T08:18:37.625971+00:00,SU,229,1,1,20.980905,105.796555,-33.5,0.1,5,1.4,360,20.0,7,-24.0,10.0,-44.0,44.0,98.485,1,20.9807467,105.796265,33.55
2026-09-10T08:18:39.222633+00:00,DU,126,1,0,20.9811417,105.796925,59.3,0.56,4,2.6,600,20.0,7,-40.0,9.5,-60.0,60.0,96.97,2,20.9807467,105.796265,
2026-09-10T08:18:42.626223+00:00,SU,230,1,1,20.9809017,105.7965483,-33.3,0.04,5,1.4,360,20.0,7,-24.0,9.3,-44.0,44.0,98.507,1,20.9807467,105.796265,34.09
2026-09-10T08:18:44.247099+00:00,DU,127,1,0,20.9811217,105.79691,59.6,0.59,4,2.6,630,20.0,7,-40.0,9.8,-60.0,60.0,97.015,2,20.9807467,105.796265,
2026-09-10T08:18:47.624739+00:00,SU,231,1,1,20.9809,105.7965467,-33.3,0.0,5,1.4,360,20.0,7,-24.0,9.5,-44.0,44.0,98.529,1,20.9807467,105.796265,34.09
2026-09-10T08:18:49.272839+00:00,DU,128,1,0,20.9811233,105.79693,59.4,0.3,4,2.6,650,20.0,7,-41.0,9.0,-61.0,61.0,97.059,2,20.9807467,105.796265,
2026-09-10T08:18:52.625668+00:00,SU,232,1,1,20.9809017,105.7965533,-32.9,0.12,5,1.4,360,20.0,7,-24.0,9.3,-44.0,44.0,98.551,1,20.9807467,105.796265,34.09
